CODGEO;LIBGEO;NBMEN21;NBPERS21;NBUC21;PMIMP21;Q121;Q221;Q321;Q3_Q1;D121;D221;D321;D421;D621;D721;D821;D921;RD;S80S2021;GI21;PACT21;PTSA21;PCHO21;PBEN21;PPEN21;PAUT21
22113;Lannion;9473;18877;13683,9;51,0;15620;22970;31810;16180;8060;13860;17300;20250;25930;29620;34450;42570;5,3;6,9;0,335;60,0;53,2;2,5;4,3;34,4;5,6
22114;Lanrelas;400;851;601,1;s;s;20830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22115;Lanrivain;200;385;284,1;s;s;16510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22116;Lanrodec;502;1210;810,8;s;s;22230;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22117;Lantic;745;1841;1231,4;s;s;23730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22118;Lanvallay;1985;4333;3030,3;53,0;17840;24020;31230;13400;12320;16410;19240;21630;26280;29220;33530;40460;3,3;4,3;0,275;57,9;50,2;2,5;5,2;37,7;4,4
22119;Lanvellec;283;579;416,5;s;s;21170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22121;Lanvollon;855;1790;1270,4;s;s;21320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22122;Laurenan;329;716;502,6;s;s;20340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22124;Lescouët-Gouarec;84;190;131,8;s;s;16760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22126;Le Leslay;59;149;99,2;s;s;17970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22127;Lézardrieux;838;1615;1195,6;s;s;22610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22128;Locarn;202;415;300,1;s;s;18130;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22129;Loc-Envel;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22131;Loguivy-Plougras;425;895;640,1;s;s;19680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22132;Lohuec;112;202;153,8;s;s;17250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22133;Loscouët-sur-Meu;277;664;446,5;s;s;22350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22134;Louannec;1469;3217;2271,3;64,0;20280;27510;35380;15100;14840;18730;21630;24780;30520;33800;38460;47110;3,2;4,1;0,271;52,0;45,5;1,8;4,7;42,4;5,6
22135;Louargat;1019;2289;1578,3;41,0;15750;20730;26030;10280;10450;14340;16750;19230;22780;24720;28180;34990;3,3;4,4;0,278;65,4;51,1;2,4;11,9;30,6;4,0
22136;Loudéac;4436;9667;6744,7;47,0;14750;21250;28140;13400;8290;12930;16210;18990;23680;26400;30130;37280;4,5;6,4;0,328;59,9;52,7;2,4;4,8;34,1;6,0
22137;Maël-Carhaix;760;1484;1083,1;s;s;19690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22138;Maël-Pestivien;178;332;248,7;s;s;17250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22139;Magoar;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22140;La Malhoure;246;597;397,1;s;s;23070;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22141;Mantallot;99;230;156,9;s;s;19560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22143;Matignon;927;1767;1313,6;s;s;22840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22144;La Méaugon;505;1229;823,6;s;s;22810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22145;Mégrit;355;812;556,9;s;s;20170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22146;Mellionnec;199;435;304,2;s;s;17660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22147;Merdrignac;1277;2724;1924,3;42,0;14720;21000;27270;12560;8940;13230;16350;18980;23490;25790;29170;34960;3,9;4,8;0,285;62,2;53,8;2,2;6,2;32,9;4,9
22148;Mérillac;116;234;169,6;s;s;19450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22149;Merléac;213;465;327,5;s;s;19350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22150;Le Merzer;400;981;654,4;s;s;22220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22152;Minihy-Tréguier;520;1109;788,6;s;s;21910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22153;Moncontour;210;420;303,6;s;s;21740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22155;La Motte;910;2134;1450,3;48,0;17090;22150;27970;10870;11820;15640;18320;20080;24150;26530;30060;35340;3,0;3,7;0,244;65,4;58,9;1,7;4,8;30,9;3,7
22156;Moustéru;279;622;434,4;s;s;21610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22157;Le Moustoir;289;638;445,7;s;s;21720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22158;Guerlédan;1175;2475;1756,7;45,0;14980;20990;28230;13250;9290;13460;16270;18550;23780;26750;30040;36960;4,0;5,5;0,309;59,6;48,5;2,5;8,6;36,2;4,2
22160;Noyal;396;962;647,9;s;s;24110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22161;Pabu;1179;2529;1786,4;55,0;16580;23110;30470;13890;10580;15230;18210;20810;25880;28520;32920;40200;3,8;4,9;0,291;54,5;47,8;2,3;4,4;40,9;4,6
22162;Paimpol;3913;6920;5301,3;50,0;15880;23610;33130;17240;9420;14260;17370;20640;26680;30710;36210;45540;4,8;7,0;0,360;41,9;33,0;2,3;6,6;49,0;9,1
22163;Paule;304;632;452,1;s;s;19810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22164;Pédernec;847;1955;1334,5;s;s;21350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22165;Penguily;229;603;395,2;s;s;22300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22166;Penvénan;1398;2689;2004,4;55,0;17480;24660;33130;15650;11490;16260;18980;21670;27440;31000;36110;45800;4,0;6,3;0,362;38,9;29,5;2,3;7,1;48,4;12,7
22168;Perros-Guirec;4194;7759;5837,6;58,0;17970;26190;36830;18860;11360;16350;19660;22940;30100;34370;40270;51330;4,5;6,1;0,336;42,2;35,2;2,2;4,8;48,6;9,2
22169;Peumerit-Quintin;70;154;106,2;s;s;18970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22170;Plaine-Haute;678;1725;1126,7;s;s;21420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22171;Plaintel;1872;4509;3022,4;53,0;18390;23050;29480;11090;13600;17060;19350;21360;25230;27620;31690;38000;2,8;3,6;0,248;69,3;62,7;2,4;4,2;26,2;4,5
22172;Plancoët;1487;2881;2113,1;44,0;14720;20960;27600;12880;7790;13000;16030;18570;23030;25930;29330;34960;4,5;5,9;0,301;55,6;48,5;2,9;4,2;40,6;3,8
22174;Pléboulle;331;739;514,2;s;s;22580;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22175;Plédéliac;715;1690;1136,5;s;s;22260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22176;Plédran;2972;7049;4747,4;52,0;17150;22460;28780;11630;11810;15870;18390;20360;24340;27030;30670;36650;3,1;4,0;0,261;68,2;61,4;2,2;4,6;27,3;4,5
22177;Pléguien;588;1403;947,7;s;s;21810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22178;Pléhédel;586;1324;914,8;s;s;21550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22179;Fréhel;862;1647;1229,4;s;s;24280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22180;Plélan-le-Petit;835;1954;1329,3;s;s;22460;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22181;Plélauff;337;700;502,6;s;s;20490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22182;Plélo;1339;3334;2220,7;53,0;17490;23020;29250;11760;12950;16240;18870;20830;25150;27910;30990;37700;2,9;3,6;0,246;71,1;63,0;2,6;5,5;24,4;4,5
22183;Plémet;1620;3644;2502,4;43,0;14810;21130;27160;12350;8870;13090;16350;18970;23450;25940;28600;33830;3,8;5,6;0,306;63,0;53,5;2,0;7,5;31,9;5,1
22184;Plémy;686;1550;1069,4;s;s;21340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22185;Plénée-Jugon;1064;2412;1662,0;45,0;16380;22230;28290;11910;11640;15040;17860;20030;24350;26700;30060;35150;3,0;4,0;0,257;68,5;59,2;2,4;6,9;27,4;4,1
22186;Pléneuf-Val-André;2515;4741;3549,6;60,0;18570;26740;37660;19090;12900;16780;20060;23360;30320;34880;41670;55990;4,3;6,6;0,371;45,1;36,7;2,0;6,4;41,9;13,0
22187;Plérin;6928;14774;10456,6;59,0;18180;25450;34530;16350;11550;16360;19770;22540;28550;32100;37720;48600;4,2;6,1;0,344;58,6;51,7;2,1;4,8;32,4;9,0
22188;Plerneuf;441;1096;721,0;s;s;22890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22189;Plésidy;256;566;391,5;s;s;18730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22190;Pleslin-Trigavou;1685;4072;2726,4;49,0;17530;22560;29020;11490;13000;16260;18660;20700;24860;27570;31110;36880;2,8;3,6;0,250;68,1;58,7;3,1;6,3;28,1;3,8
22193;Plestan;714;1636;1119,4;s;s;22770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22194;Plestin-les-Grèves;1875;3647;2690,9;54,0;16520;23160;30820;14300;11100;15030;18200;21060;26020;28600;32780;39250;3,5;4,6;0,276;42,2;35,1;2,5;4,6;53,3;4,5
22195;Pleubian;1188;2174;1647,7;47,0;15450;22120;30000;14550;10450;14360;16640;19310;24920;28240;32630;40370;3,9;4,7;0,291;41,0;30,9;2,4;7,7;54,9;4,1
22196;Pleudaniel;425;896;637,1;s;s;21760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22197;Pleudihen-sur-Rance;1318;3046;2087,1;50,0;17250;22950;30010;12760;12240;15750;18350;20740;24990;27990;32530;41290;3,4;4,3;0,279;65,2;56,8;3,4;5,0;30,7;4,1
22198;Pleumeur-Bodou;1974;4057;2939,6;61,0;19490;26490;35570;16080;13340;17680;21020;23690;29590;33120;38170;49350;3,7;4,8;0,302;52,8;43,8;2,6;6,4;41,4;5,8
22199;Pleumeur-Gautier;527;1128;794,0;s;s;20590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22200;Pléven;254;585;400,8;s;s;20810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22201;Plévenon;386;759;560,5;s;s;23930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22202;Plévin;362;727;526,1;s;s;20080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22203;Plœuc-L'Hermitage;1788;4058;2786,7;44,0;15810;21140;27480;11680;10760;14590;17050;19320;23350;25970;29620;34330;3,2;4,0;0,258;65,7;57,1;2,6;6,0;30,5;3,8
22204;Ploëzal;579;1208;857,3;s;s;19820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22205;Plorec-sur-Arguenon;210;456;317,1;s;s;21210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22206;Châtelaudren-Plouagat;1717;3804;2616,8;44,0;16170;21860;27650;11470;10780;14650;17530;19720;23750;26280;29400;34920;3,2;4,5;0,279;65,3;56,8;2,5;6,0;29,2;5,5
22207;Plouaret;1066;2217;1580,9;42,0;15370;21120;27150;11780;10040;13860;16470;18720;23220;26020;29150;35030;3,5;4,7;0,280;53,9;44,4;2,9;6,6;42,3;3,8
22208;Plouasne;760;1771;1197,2;s;s;20040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22209;Beaussais-sur-Mer;2048;4312;3038,8;50,0;16000;21970;29000;13000;10700;14650;17380;19790;24300;27080;31370;39430;3,7;4,9;0,296;57,1;48,1;3,3;5,7;38,1;4,8
22210;Ploubazlanec;1598;3145;2320,2;55,0;18090;25180;35950;17860;12710;16610;19380;22420;28260;32850;39170;50460;4,0;5,8;0,347;44,0;33,1;2,0;8,9;46,6;9,4
22211;Ploubezre;1665;3802;2609,8;53,0;16970;22900;30110;13140;10820;15340;18480;20680;25150;27750;32030;38850;3,6;4,6;0,275;63,3;55,8;2,0;5,5;33,0;3,7
22212;Plouëc-du-Trieux;527;1111;788,9;s;s;19940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22213;Plouër-sur-Rance;1484;3461;2367,4;57,0;18960;25640;35150;16190;12930;17150;20600;23020;28720;32330;37920;48540;3,8;5,1;0,313;63,5;55,6;2,5;5,4;28,5;8,0
22214;Plouézec;1715;3331;2458,7;51,0;16660;23010;30770;14110;12040;15210;18280;20520;25580;28990;33580;41390;3,4;4,7;0,295;45,2;36,9;2,5;5,8;51,2;3,6
22215;Ploufragan;5106;11649;8009,3;50,0;15900;21890;28530;12630;8680;14380;17120;19700;24190;27020;30630;37390;4,3;5,4;0,292;62,2;57,0;2,4;2,8;33,9;3,9
22216;Plougonver;350;704;508,0;s;s;19040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22217;Plougras;201;413;298,5;s;s;17890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22218;Plougrescant;688;1315;981,0;s;s;21870;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22219;Plouguenast-Langast;1071;2414;1672,3;47,0;15980;21350;27910;11930;11060;14730;17040;19360;23480;26400;29960;36170;3,3;4,3;0,273;61,7;51,8;2,1;7,8;33,6;4,7
22220;Plouguernével;764;1547;1118,6;s;s;22000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22221;Plouguiel;859;1794;1282,1;s;s;20880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22222;Plouha;2489;4835;3563,3;51,0;16940;22810;30410;13470;11720;15370;18270;20400;25630;28610;32660;38850;3,3;4,3;0,274;42,9;36,9;2,4;3,6;53,1;4,0
22223;Plouisy;889;1985;1374,1;s;s;21960;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22224;Ploulec'h;759;1743;1196,1;s;s;23260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22225;Ploumagoar;2351;5239;3632,9;49,0;16730;22100;28320;11590;10850;15510;17800;20140;24440;26700;30010;35600;3,3;4,3;0,264;63,2;57,5;2,2;3,5;33,4;3,4
22226;Ploumilliau;1140;2460;1737,8;47,0;15580;22020;28770;13180;11900;14620;16780;19480;24230;26870;31120;37730;3,2;3,9;0,258;53,9;44,0;3,1;6,8;42,0;4,1
22227;Plounérin;340;735;513,2;s;s;20860;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22228;Plounévez-Moëdec;669;1393;987,0;s;s;19220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22229;Plounévez-Quintin;493;1006;721,2;s;s;20340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22231;Plourac'h;171;312;237,9;s;s;18030;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22232;Plourhan;927;2116;1458,6;54,0;17910;23150;30800;12880;12560;16650;18860;21050;26150;29190;32540;38250;3,0;3,6;0,246;60,4;52,3;1,9;6,2;36,4;3,2
22233;Plourivo;1036;2332;1614,7;50,0;16350;21950;29630;13280;12530;15360;17360;19760;24650;27430;32100;37250;3,0;3,9;0,262;58,9;49,4;3,2;6,3;35,7;5,4
22234;Plouvara;473;1128;761,4;s;s;21340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22235;Plouzélambre;103;207;150,7;s;s;20280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22236;Pludual;319;737;504,5;s;s;20770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22237;Pluduno;972;2292;1561,0;53,0;18050;23170;29640;11590;13130;16530;19340;21420;25390;28310;31870;38150;2,9;3,5;0,238;61,6;53,3;2,4;5,9;34,1;4,3
22238;Plufur;256;532;380,3;s;s;19700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22239;Plumaudan;580;1371;926,3;s;s;21620;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22240;Plumaugat;503;1121;773,7;s;s;20750;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22241;Plumieux;478;1078;740,7;s;s;20410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22242;Plurien;770;1598;1154,1;s;s;23390;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22243;Plusquellec;246;516;366,8;s;s;20420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22244;Plussulien;234;488;348,7;s;s;19960;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22245;Pluzunet;458;1014;703,6;s;s;20120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22246;Pommeret;868;2139;1426,0;54,0;18840;23270;28960;10110;14500;17850;19970;21730;25110;27310;31110;36880;2,5;3,2;0,225;73,0;65,4;2,3;5,3;23,7;3,3
22248;Pommerit-le-Vicomte;869;1832;1294,3;s;s;20510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22249;Pont-Melvez;274;583;412,8;s;s;20330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22250;Pontrieux;512;904;688,0;s;s;18020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22251;Pordic;3315;7604;5237,3;61,0;19500;26100;34860;15360;13660;17770;20860;23230;29030;32670;37670;46830;3,4;4,4;0,282;63,5;56,5;1,8;5,2;31,7;4,8
22254;Prat;488;1117;763,9;s;s;20490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22255;La Prénessaye;381;905;611,1;s;s;21000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22256;Quemper-Guézennec;513;1069;759,1;s;s;21050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22257;Quemperven;176;410;278,3;s;s;21690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22258;Quessoy;1651;3940;2649,9;50,0;17220;22880;28780;11560;12170;15970;18520;20860;25050;27470;30380;37570;3,1;4,0;0,263;66,8;59,9;2,2;4,7;27,4;5,8
22259;Quévert;1745;3918;2718,3;55,0;17650;23290;30410;12760;12330;16380;18670;20870;26040;28720;32840;39620;3,2;4,0;0,267;57,8;50,7;2,5;4,6;36,5;5,7
22260;Le Quillio;222;470;332,7;s;s;20930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22261;Quintenic;147;379;247,0;s;s;21790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22262;Quintin;1274;2586;1858,7;44,0;15650;21860;28700;13050;9080;14120;16890;19350;24120;27140;31040;37520;4,1;6,2;0,331;61,2;52,7;2,1;6,4;32,8;6,0
22263;Le Quiou;149;348;237,7;s;s;21280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22264;La Roche-Jaudy;1182;2410;1731,8;43,0;14550;20430;28080;13530;9750;13000;15930;18040;23010;26020;30190;36720;3,8;5,0;0,300;60,5;49,2;3,0;8,3;35,8;3,7
22265;Rospez;772;1867;1255,8;s;s;22750;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22266;Rostrenen;1573;2884;2163,2;37,0;11880;18960;26180;14310;4760;10040;13700;16810;21540;24510;28090;33970;7,1;8,3;0,336;49,6;41,3;3,0;5,3;46,4;4,0
22267;Rouillac;186;407;282,7;s;s;20540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22268;Ruca;267;619;423,4;s;s;22980;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22269;Runan;102;222;155,4;s;s;20040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22271;Saint-Adrien;147;330;229,6;s;s;22550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22272;Saint-Agathon;909;2126;1455,6;54,0;17210;23250;30400;13190;12400;15860;18540;21420;26020;28740;32760;40520;3,3;4,4;0,286;62,4;56,1;2,1;4,2;32,8;4,8
22273;Saint-Alban;1035;2389;1645,2;54,0;17450;23130;30640;13190;12810;16060;18540;20930;25850;28760;32840;40650;3,2;3,9;0,266;60,1;51,1;2,0;7,0;33,3;6,6
22274;Saint-André-des-Eaux;146;370;239,5;s;s;18440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22275;Saint-Barnabé;548;1254;861,3;s;s;22020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22276;Saint-Bihy;107;266;176,5;s;s;22210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22277;Saint-Brandan;991;2293;1565,8;49,0;17820;22120;28050;10230;12990;16810;18810;20390;23790;26530;29860;34380;2,6;3,2;0,227;64,7;57,6;2,3;4,8;31,2;4,1
22278;Saint-Brieuc;21657;41200;30168,7;45,0;11970;20140;28670;16700;4160;9890;14010;17210;23120;26620;31150;39770;9,6;11,6;0,383;63,9;56,1;3,3;4,5;32,0;4,1
22279;Saint-Caradec;494;1117;774,0;s;s;21030;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22280;Saint-Carné;478;1154;775,2;s;s;22690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22281;Saint-Carreuc;637;1546;1034,5;s;s;22510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22282;Saint-Cast-le-Guildo;1949;3650;2747,9;58,0;19030;26180;36200;17170;13340;17580;20330;23050;29340;33830;38900;49690;3,7;5,2;0,323;39,2;31,0;2,2;6,0;50,9;9,9
22283;Saint-Clet;421;871;620,9;s;s;20530;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22284;Saint-Connan;136;284;201,0;s;s;16940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22285;Saint-Connec;128;285;196,5;s;s;18980;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22286;Saint-Denoual;188;483;317,1;s;s;23160;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22287;Saint-Donan;595;1429;966,8;s;s;23010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22288;Saint-Étienne-du-Gué-de-l'Isle;161;340;240,1;s;s;18820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22289;Saint-Fiacre;111;209;153,7;s;s;21300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22291;Saint-Gildas;115;252;174,7;s;s;21920;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22293;Saint-Gilles-les-Bois;175;392;271,4;s;s;19480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22294;Saint-Gilles-Pligeaux;148;281;207,4;s;s;18190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22295;Saint-Gilles-Vieux-Marché;154;325;233,8;s;s;20190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22296;Saint-Glen;281;646;438,8;s;s;22310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22299;Saint-Hélen;638;1595;1053,5;s;s;22410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22300;Saint-Hervé;190;423;293,9;s;s;22880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22302;Saint-Jacut-de-la-Mer;494;947;705,2;s;s;26820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22304;Saint-Jean-Kerdaniel;231;612;393,4;s;s;20900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22305;Saint-Jouan-de-l'Isle;197;452;308,1;s;s;21480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22306;Saint-Judoce;242;595;395,9;s;s;21810;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22307;Saint-Julien;883;2126;1434,6;54,0;17820;22940;29060;11230;12520;16640;19170;20720;24610;27490;31280;37370;3,0;3,9;0,266;67,9;62,5;2,0;3,4;28,4;3,7
22308;Saint-Juvat;292;689;466,5;s;s;21670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22309;Saint-Launeuc;82;180;126,3;s;s;21070;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22310;Saint-Laurent;200;441;303,1;s;s;20640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22311;Saint-Lormel;393;886;615,5;s;s;23170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22312;Saint-Maden;107;253;170,6;s;s;22420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22313;Saint-Martin-des-Prés;153;322;229,3;s;s;18910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22314;Saint-Maudan;173;395;269,3;s;s;21340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22315;Saint-Maudez;121;296;199,3;s;s;22670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22316;Saint-Mayeux;217;426;311,9;s;s;18610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22317;Saint-Méloir-des-Bois;112;262;175,6;s;s;21210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22318;Saint-Michel-de-Plélan;149;356;239,8;s;s;20120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22319;Saint-Michel-en-Grève;251;455;346,4;s;s;24170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22320;Saint-Nicodème;69;126;94,2;s;s;17570;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
22321;Saint-Nicolas-du-Pélem;791;1518;1124,1;s;s;20210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
