CODGEO;LIBGEO;NBMEN21;NBPERS21;NBUC21;PMIMP21;Q121;Q221;Q321;Q3_Q1;D121;D221;D321;D421;D621;D721;D821;D921;RD;S80S2021;GI21;PACT21;PTSA21;PCHO21;PBEN21;PPEN21;PAUT21
86170;Moulismes;170;344;249,6;s;s;20520;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86171;Moussac;221;412;310,0;s;s;19670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86172;Mouterre-sur-Blourde;50;87;67,3;s;s;18960;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86173;Mouterre-Silly;278;600;425,2;s;s;20540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86174;Naintré;2636;5892;4086,6;53,0;16730;22600;28860;12130;10620;15300;18080;20480;24730;27200;30430;35960;3,4;4,5;0,271;62,9;57,4;2,6;2,9;33,3;3,8
86175;Nalliers;142;297;211,7;s;s;19450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86176;Nérignac;59;105;80,3;s;s;20080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86177;Neuville-de-Poitou;2482;5301;3722,1;53,0;16910;23420;30070;13160;11460;15470;18370;20780;25830;28440;32520;39870;3,5;4,5;0,281;67,8;60,9;2,1;4,8;27,8;4,4
86178;Nieuil-l'Espoir;1024;2480;1667,4;61,0;19380;24280;30930;11550;14920;18380;20350;22430;27020;29530;32720;40190;2,7;3,3;0,233;73,5;68,2;1,4;3,9;24,2;2,3
86180;Nouaillé-Maupertuis;1195;2906;1959,3;69,0;21780;28160;36440;14660;15590;20340;22980;25970;30950;34420;39220;47480;3,0;4,0;0,267;67,3;60,6;1,3;5,4;28,0;4,7
86181;Nueil-sous-Faye;105;215;154,9;s;s;18080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86182;Orches;166;377;261,4;s;s;18720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86183;Les Ormes;711;1612;1111,0;s;s;21250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86184;Ouzilly;380;930;622,1;s;s;21480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86186;Oyré;406;975;660,7;s;s;23040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86187;Paizay-le-Sec;193;455;307,0;s;s;20240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86189;Payroux;155;327;231,8;s;s;18640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86190;Persac;351;706;507,8;s;s;18930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86191;Pindray;117;254;179,7;s;s;21830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86192;Plaisance;71;157;108,0;s;s;18600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86193;Pleumartin;520;1125;787,1;s;s;19740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86194;Poitiers;36969;69346;50950,3;45,0;9720;19220;29110;19390;1910;7440;11860;15760;22760;26750;32000;41750;21,9;19,7;0,432;67,7;59,9;3,2;4,6;27,8;4,5
86195;Port-de-Piles;249;550;379,2;s;s;20100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86196;Pouançay;103;229;159,7;s;s;20770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86197;Pouant;183;390;279,4;s;s;20510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86198;Pouillé;273;755;481,9;s;s;24250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86200;Pressac;251;499;366,5;s;s;19780;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86201;Prinçay;100;206;149,2;s;s;18090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86202;La Puye;229;496;346,4;s;s;19870;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86203;Queaux;255;500;364,6;s;s;19830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86204;Quinçay;860;2156;1437,0;67,0;19940;26890;34380;14440;15320;18730;21330;24200;29240;32830;36540;44600;2,9;4,3;0,291;66,7;60,5;2,0;4,2;25,1;8,2
86205;Ranton;88;199;137,4;s;s;19840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86206;Raslay;56;135;90,2;s;s;19040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86207;La Roche-Posay;776;1518;1108,4;s;s;20930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86209;Roches-Prémarie-Andillé;922;2135;1455,1;60,0;19000;24320;31160;12160;14730;17920;20040;22160;26420;29560;33380;40670;2,8;3,5;0,247;68,8;61,1;1,9;5,8;26,7;4,5
86210;Roiffé;330;736;508,3;s;s;20960;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86211;Romagne;373;771;550,5;s;s;17880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86213;Rouillé;1094;2442;1681,4;42,0;15370;20900;27060;11690;9560;13760;16850;18870;23250;25590;28920;35280;3,7;4,5;0,272;67,4;60,8;2,1;4,5;28,0;4,6
86214;Saint-Benoît;3304;6936;4932,3;61,0;17840;25860;36450;18610;9940;15970;19680;22660;29200;33200;40610;52030;5,2;7,7;0,373;58,1;51,5;1,7;4,9;31,2;10,7
86217;Saint-Christophe;134;286;205,7;s;s;21730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86218;Saint-Clair;93;202;141,7;s;s;17620;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86220;Saint-Gaudent;136;292;209,0;s;s;21290;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86221;Saint-Genest-d'Ambière;497;1157;791,4;s;s;21970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86222;Saint-Georges-lès-Baillargeaux;1796;4165;2847,4;60,0;18890;25130;32720;13830;13420;17620;20150;22540;27800;30880;34890;41780;3,1;4,0;0,266;69,6;64,5;1,9;3,2;26,1;4,3
86223;Saint-Germain;463;889;660,9;s;s;20670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86224;Saint-Gervais-les-Trois-Clochers;575;1253;873,8;s;s;20970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86225;Saint-Jean-de-Sauves;565;1210;854,4;s;s;19110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86226;Saint-Julien-l'Ars;1233;2887;1963,1;59,0;19570;25040;31920;12350;14240;18220;20590;22720;27570;30200;34190;42470;3,0;3,5;0,246;69,5;63,2;1,4;4,9;26,5;4,0
86227;Saint-Laon;59;130;90,7;s;s;21700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86228;Saint-Laurent-de-Jourdes;76;192;125,7;s;s;20150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86229;Saint-Léger-de-Montbrillais;179;363;261,3;s;s;18440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86230;Saint-Léomer;76;157;112,7;s;s;17850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86231;Saint-Macoux;220;466;332,2;s;s;20840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86233;Valdivienne;1217;2704;1871,4;50,0;17740;23080;29570;11820;12240;16370;19100;21320;25180;27880;31420;39000;3,2;3,9;0,251;70,6;65,2;2,4;3,0;26,4;3,0
86234;Saint-Martin-l'Ars;191;353;266,8;s;s;19090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86235;Saint-Maurice-la-Clouère;532;1253;850,9;s;s;23200;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86236;Saint-Pierre-de-Maillé;370;757;547,0;s;s;20490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86237;Saint-Pierre-d'Exideuil;330;699;500,5;s;s;23160;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86239;Sainte-Radégonde;75;168;116,1;s;s;18410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86241;Saint-Rémy-sur-Creuse;194;431;298,3;s;s;21230;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86242;Saint-Romain;199;405;291,4;s;s;16370;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86244;Saint-Sauvant;589;1292;899,1;s;s;21460;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86245;Senillé-Saint-Sauveur;725;1726;1177,2;s;s;23280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86246;Saint-Savin;428;768;582,1;s;s;19020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86247;Saint-Saviol;235;500;353,9;s;s;20220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86248;Saint-Secondin;254;531;374,0;s;s;18760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86249;Saires;65;133;96,2;s;s;19380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86250;Saix;107;252;170,8;s;s;19220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86252;Sammarçolles;274;643;437,1;s;s;20540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86253;Sanxay;264;555;394,3;s;s;20270;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86254;Saulgé;464;1006;711,4;s;s;22310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86255;Savigné;599;1213;881,1;s;s;19780;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86256;Savigny-Lévescault;478;1192;794,7;s;s;27110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86257;Savigny-sous-Faye;155;377;249,3;s;s;19750;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86258;Scorbé-Clairvaux;982;2160;1513,7;51,0;16970;22240;28410;11440;12300;15640;18300;20280;24110;26880;30130;36820;3,0;3,9;0,257;62,2;56,6;2,4;3,2;34,7;3,1
86260;Sérigny;134;282;200,5;s;s;20900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86261;Sèvres-Anxaumont;969;2278;1547,6;67,0;20320;27650;36510;16190;14660;19030;21770;24390;30230;33920;39020;48570;3,3;4,5;0,296;66,1;59,3;1,6;5,2;27,4;6,5
86262;Sillars;264;581;405,9;s;s;22830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86263;Smarves;1224;2848;1944,8;62,0;18950;25230;33280;14330;13720;17130;20430;23040;27710;30690;35400;43650;3,2;4,1;0,270;62,4;56,6;1,7;4,1;33,6;4,0
86264;Sommières-du-Clain;319;667;477,7;s;s;19240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86265;Sossais;192;431;298,5;s;s;22110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86266;Surin;53;109;79,9;s;s;20210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86268;Tercé;468;1134;758,0;s;s;24320;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86269;Ternay;87;186;132,6;s;s;18420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86270;Thollet;79;134;105,5;s;s;20180;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86271;Thurageau;318;744;506,4;s;s;22270;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86272;Thuré;1194;2781;1912,7;57,0;17880;23320;29580;11690;12860;16830;19130;21340;25280;27830;31690;37900;2,9;3,7;0,245;63,4;58,5;2,3;2,6;32,7;3,9
86273;La Trimouille;412;814;598,6;s;s;18880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86274;Les Trois-Moutiers;474;1029;718,7;s;s;19480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86275;Usseau;244;568;391,6;s;s;23200;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86276;Usson-du-Poitou;545;1060;778,9;s;s;19610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86279;Vaux-sur-Vienne;238;545;376,9;s;s;23080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86280;Vellèches;163;343;244,0;s;s;21020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86281;Saint-Martin-la-Pallu;2219;5478;3654,3;54,0;17690;23080;29070;11380;12320;16220;19100;21130;25330;27670;30770;36990;3,0;3,7;0,248;71,2;64,4;2,6;4,2;24,2;4,6
86284;Vernon;289;705;469,2;s;s;22630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86285;Verrières;430;954;661,4;s;s;23800;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86286;Verrue;184;364;265,0;s;s;18840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86287;Vézières;150;345;238,5;s;s;20940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86288;Vicq-sur-Gartempe;330;649;473,4;s;s;19420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86289;Le Vigeant;314;613;452,3;s;s;19330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86290;La Villedieu-du-Clain;644;1519;1033,3;s;s;22660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86291;Villemort;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86292;Villiers;362;929;608,7;s;s;23280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86293;Vivonne;1668;3643;2535,5;47,0;16160;22220;29310;13160;10600;14580;17480;19680;24770;27870;31300;38180;3,6;4,6;0,286;66,3;58,8;2,3;5,2;28,7;5,0
86294;Vouillé;1514;3491;2391,7;52,0;17380;22910;30220;12840;12270;15890;18550;20850;25670;28550;32320;38960;3,2;4,1;0,269;66,8;61,4;1,9;3,5;28,4;4,8
86295;Voulême;193;383;278,4;s;s;22170;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86296;Voulon;195;457;309,7;s;s;22330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86297;Vouneuil-sous-Biard;2564;6185;4157,1;64,0;19060;25390;33240;14170;13070;17470;20480;23000;28220;31010;35330;43810;3,4;4,3;0,273;66,7;60,8;2,2;3,7;28,0;5,3
86298;Vouneuil-sur-Vienne;922;2275;1506,8;52,0;16340;22160;28210;11870;10220;15220;17540;20200;24330;26790;30380;38090;3,7;4,7;0,285;69,8;61,2;2,2;6,4;26,2;4,0
86299;Vouzailles;239;590;391,9;s;s;21890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
86300;Yversay;214;567;364,9;s;s;25250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87001;Aixe-sur-Vienne;2605;5337;3821,7;56,0;16970;23500;31250;14280;10760;15370;18510;21020;26290;29270;33400;40880;3,8;5,1;0,294;60,5;55,0;1,6;3,9;36,0;3,5
87002;Ambazac;2407;5353;3718,5;53,0;17350;22930;29630;12270;11640;15890;18510;20910;25120;28090;31190;37780;3,2;4,1;0,260;64,4;58,4;2,0;4,0;32,1;3,5
87003;Arnac-la-Poste;431;889;644,1;s;s;19360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87004;Augne;56;110;79,7;s;s;19080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87005;Aureil;430;1055;709,7;s;s;25500;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87006;Azat-le-Ris;119;231;170,4;s;s;18090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87007;Balledent;101;194;142,8;s;s;20180;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87008;La Bazeuge;67;143;101,3;s;s;19970;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87009;Beaumont-du-Lac;75;132;100,6;s;s;19230;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87011;Bellac;1904;3346;2556,6;38,0;11480;18630;25450;13970;3570;9550;13390;16200;21100;23920;27390;34260;9,6;10,8;0,363;48,0;40,9;2,1;5,0;47,6;4,4
87012;Berneuil;196;433;299,6;s;s;18670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87013;Bersac-sur-Rivalier;274;618;428,0;s;s;21630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87014;Bessines-sur-Gartempe;1342;2767;1978,8;44,0;15240;21130;28020;12780;10230;14010;16520;18870;23300;26440;30190;37530;3,7;4,8;0,292;61,3;55,1;2,3;3,9;34,3;4,4
87015;Beynac;272;720;466,0;s;s;24090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87016;Les Billanges;147;296;213,7;s;s;19060;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87017;Blanzac;214;468;329,7;s;s;20420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87018;Blond;327;681;486,1;s;s;19950;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87019;Boisseuil;1255;3107;2083,2;69,0;21160;27670;35080;13920;15920;19660;22720;25350;30510;33260;37970;47110;3,0;3,9;0,268;69,0;63,9;2,1;3,0;25,6;5,4
87020;Bonnac-la-Côte;683;1683;1129,2;s;s;25080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87021;Bosmie-l'Aiguille;1107;2633;1788,3;65,0;19650;25420;32380;12730;14280;18290;21170;23440;27870;30520;35060;43000;3,0;3,7;0,252;66,6;60,6;1,4;4,6;29,6;3,8
87022;Breuilaufa;63;129;94,4;s;s;25360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87023;Le Buis;83;181;126,5;s;s;21260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87024;Bujaleuf;412;756;567,1;s;s;19580;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87025;Burgnac;343;827;559,7;s;s;25010;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87027;Bussière-Galant;656;1252;929,6;s;s;20300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87028;Val-d'Oire-et-Gartempe;861;1633;1216,2;s;s;16930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87029;Les Cars;261;522;375,0;s;s;21150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87030;Chaillac-sur-Vienne;547;1259;868,6;s;s;22940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87031;Le Chalard;137;263;194,9;s;s;20520;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87032;Châlus;781;1463;1086,7;s;s;20200;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87033;Chamboret;331;765;518,8;s;s;20330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87034;Champagnac-la-Rivière;276;547;399,8;s;s;18820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87035;Champnétery;212;465;322,9;s;s;20600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87036;Champsac;334;695;497,8;s;s;20490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87037;La Chapelle-Montbrandeix;118;237;172,6;s;s;18510;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87038;Chaptelat;873;2169;1444,4;64,0;19410;25470;32200;12790;13210;18140;20880;23220;27880;30510;34530;41720;3,2;4,0;0,264;70,6;64,3;1,7;4,6;25,0;4,4
87039;Château-Chervix;347;736;524,9;s;s;21300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87040;Châteauneuf-la-Forêt;696;1397;1014,5;s;s;20770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87041;Châteauponsac;991;1938;1416,4;s;s;20150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87042;Le Châtenet-en-Dognon;168;356;251,2;s;s;21820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87043;Cheissoux;94;195;137,7;s;s;16880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87044;Chéronnac;148;281;210,9;s;s;18030;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87045;Cieux;452;1009;700,4;s;s;21380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87046;Cognac-la-Forêt;550;1208;832,5;s;s;21770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87047;Compreignac;809;1817;1254,0;s;s;23350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87048;Condat-sur-Vienne;2291;5497;3702,7;61,0;18170;25070;33140;14970;10440;16360;19660;22460;27480;31010;35580;44150;4,2;5,2;0,299;66,9;60,1;1,9;4,9;29,7;3,4
87049;Coussac-Bonneval;613;1259;909,1;s;s;20200;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87050;Couzeix;4183;9820;6684,7;61,0;17580;25110;32980;15400;10070;15740;19330;22280;27980;31130;35490;44460;4,4;5,8;0,312;63,3;56,8;2,0;4,5;32,3;4,4
87051;La Croisille-sur-Briance;328;643;471,4;s;s;20700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87052;La Croix-sur-Gartempe;78;148;110,0;s;s;18610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87053;Cromac;128;239;179,5;s;s;18930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87054;Cussac;554;1044;777,2;s;s;18350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87056;Dinsac;113;248;174,9;s;s;20380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87057;Dompierre-les-Églises;165;359;253,2;s;s;19110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87058;Domps;64;106;83,7;s;s;18780;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87059;Le Dorat;757;1352;1031,2;s;s;18910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87060;Dournazac;331;645;474,6;s;s;17520;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87061;Droux;176;338;250,9;s;s;19150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87062;Eybouleuf;183;473;308,1;s;s;21430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87063;Eyjeaux;533;1358;895,0;s;s;24540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87064;Eymoutiers;931;1679;1271,0;s;s;19660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87065;Feytiat;2784;6339;4357,5;59,0;17370;24970;34040;16670;10790;15780;18870;22110;27620;31520;37090;45330;4,2;5,4;0,314;64,7;59,0;2,1;3,6;30,6;4,7
87066;Flavignac;450;963;678,3;s;s;21120;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87067;Folles;218;424;313,4;s;s;19200;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87068;Fromental;227;494;348,9;s;s;21300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87069;Gajoubert;71;149;106,5;s;s;14540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87070;La Geneytouse;402;1001;660,6;s;s;25230;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87071;Glandon;363;789;554,6;s;s;21350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87072;Glanges;219;491;339,1;s;s;20410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87073;Gorre;184;388;277,0;s;s;22440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87074;Les Grands-Chézeaux;110;216;159,5;s;s;21490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87075;Isle;3667;7699;5467,3;58,0;17440;25380;35320;17880;9810;15680;19260;22450;28560;32730;38380;49080;5,0;6,7;0,340;59,1;52,6;1,6;4,9;36,7;4,2
87076;Jabreilles-les-Bordes;105;213;151,4;s;s;20300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87077;Janailhac;208;511;339,4;s;s;23000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87078;Javerdat;299;684;472,2;s;s;21290;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87079;La Jonchère-Saint-Maurice;361;767;543,7;s;s;21940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87080;Jouac;92;172;130,2;s;s;18420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87081;Jourgnac;449;1121;744,6;s;s;25490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87082;Ladignac-le-Long;533;1086;781,8;s;s;18550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87083;Laurière;290;549;406,7;s;s;19420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87084;Lavignac;69;162;109,7;s;s;22760;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87085;Limoges;60969;111279;82986,6;47,0;10360;19850;28950;18590;2620;8040;12520;16530;23100;26780;31640;40820;15,6;16,5;0,417;61,7;54,8;2,6;4,3;33,5;4,8
87086;Linards;513;1059;757,3;s;s;21210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87087;Lussac-les-Églises;254;453;346,1;s;s;16790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87088;Magnac-Bourg;518;1084;771,8;s;s;22560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
87089;Magnac-Laval;741;1426;1051,6;s;s;19720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
